"JVM","Java version","VM","OS","Architecture","Distribution","Packaging","JavaFX","JCK","Free","License","Maintained","Supported","Link"
"AdoptOpenJDK","Java 8","HotSpot","AIX","PPC-64","JDK","Archive","No","No","Yes","GPLv2+CPE","2023-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 8","HotSpot","AIX","PPC-64","JRE","Archive","No","No","Yes","GPLv2+CPE","2023-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 8","HotSpot","Linux","AARCH-64","JDK","Archive","No","No","Yes","GPLv2+CPE","2023-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 8","HotSpot","Linux","AARCH-64","JRE","Archive","No","No","Yes","GPLv2+CPE","2023-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 8","HotSpot","Linux","ARM-32","JDK","Archive","No","No","Yes","GPLv2+CPE","2023-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 8","HotSpot","Linux","ARM-32","JRE","Archive","No","No","Yes","GPLv2+CPE","2023-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 8","HotSpot","Linux","PPC-64 LE","JDK","Archive","No","No","Yes","GPLv2+CPE","2023-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 8","HotSpot","Linux","PPC-64 LE","JRE","Archive","No","No","Yes","GPLv2+CPE","2023-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 8","HotSpot","Linux","S390-64","JDK","Archive","No","No","Yes","GPLv2+CPE","2023-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 8","HotSpot","Linux","S390-64","JRE","Archive","No","No","Yes","GPLv2+CPE","2023-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 8","HotSpot","Linux","x86-64","JDK","Archive","No","No","Yes","GPLv2+CPE","2023-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 8","HotSpot","Linux","x86-64","JRE","Archive","No","No","Yes","GPLv2+CPE","2023-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 8","HotSpot","macOS","x86-32","JDK","Archive","No","No","Yes","GPLv2+CPE","2023-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 8","HotSpot","macOS","x86-32","JDK","PKG","No","No","Yes","GPLv2+CPE","2023-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 8","HotSpot","macOS","x86-32","JRE","Archive","No","No","Yes","GPLv2+CPE","2023-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 8","HotSpot","macOS","x86-32","JRE","PKG","No","No","Yes","GPLv2+CPE","2023-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 8","HotSpot","macOS","x86-64","JDK","Archive","No","No","Yes","GPLv2+CPE","2023-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 8","HotSpot","macOS","x86-64","JDK","PKG","No","No","Yes","GPLv2+CPE","2023-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 8","HotSpot","macOS","x86-64","JRE","Archive","No","No","Yes","GPLv2+CPE","2023-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 8","HotSpot","macOS","x86-64","JRE","PKG","No","No","Yes","GPLv2+CPE","2023-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 8","HotSpot","Solaris","SPARC-64","JDK","Archive","No","No","Yes","GPLv2+CPE","2023-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 8","HotSpot","Solaris","SPARC-64","JRE","Archive","No","No","Yes","GPLv2+CPE","2023-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 8","HotSpot","Solaris","x86-64","JDK","Archive","No","No","Yes","GPLv2+CPE","2023-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 8","HotSpot","Solaris","x86-64","JRE","Archive","No","No","Yes","GPLv2+CPE","2023-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 8","HotSpot","Windows","x86-32","JDK","Archive","No","No","Yes","GPLv2+CPE","2023-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 8","HotSpot","Windows","x86-32","JDK","Installer","No","No","Yes","GPLv2+CPE","2023-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 8","HotSpot","Windows","x86-32","JRE","Archive","No","No","Yes","GPLv2+CPE","2023-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 8","HotSpot","Windows","x86-32","JRE","Installer","No","No","Yes","GPLv2+CPE","2023-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 8","HotSpot","Windows","x86-64","JDK","Archive","No","No","Yes","GPLv2+CPE","2023-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 8","HotSpot","Windows","x86-64","JDK","Installer","No","No","Yes","GPLv2+CPE","2023-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 8","HotSpot","Windows","x86-64","JRE","Archive","No","No","Yes","GPLv2+CPE","2023-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 8","HotSpot","Windows","x86-64","JRE","Installer","No","No","Yes","GPLv2+CPE","2023-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 8","OpenJ9","AIX","PPC-64","JDK","Archive","No","No","Yes","GPLv2+CPE","2023-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 8","OpenJ9","AIX","PPC-64","JRE","Archive","No","No","Yes","GPLv2+CPE","2023-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 8","OpenJ9","Linux","PPC-64 LE","JDK","Archive","No","No","Yes","GPLv2+CPE","2023-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 8","OpenJ9","Linux","PPC-64 LE","JRE","Archive","No","No","Yes","GPLv2+CPE","2023-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 8","OpenJ9","Linux","S390-64","JDK","Archive","No","No","Yes","GPLv2+CPE","2023-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 8","OpenJ9","Linux","S390-64","JRE","Archive","No","No","Yes","GPLv2+CPE","2023-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 8","OpenJ9","Linux","x86-64","JDK","Archive","No","No","Yes","GPLv2+CPE","2023-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 8","OpenJ9","Linux","x86-64","JRE","Archive","No","No","Yes","GPLv2+CPE","2023-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 8","OpenJ9","macOS","x86-64","JDK","Archive","No","No","Yes","GPLv2+CPE","2023-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 8","OpenJ9","macOS","x86-64","JDK","PKG","No","No","Yes","GPLv2+CPE","2023-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 8","OpenJ9","macOS","x86-64","JRE","Archive","No","No","Yes","GPLv2+CPE","2023-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 8","OpenJ9","macOS","x86-64","JRE","PKG","No","No","Yes","GPLv2+CPE","2023-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 8","OpenJ9","Windows","x86-32","JDK","Archive","No","No","Yes","GPLv2+CPE","2023-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 8","OpenJ9","Windows","x86-32","JDK","Installer","No","No","Yes","GPLv2+CPE","2023-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 8","OpenJ9","Windows","x86-32","JRE","Archive","No","No","Yes","GPLv2+CPE","2023-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 8","OpenJ9","Windows","x86-32","JRE","Installer","No","No","Yes","GPLv2+CPE","2023-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 8","OpenJ9","Windows","x86-64","JDK","Archive","No","No","Yes","GPLv2+CPE","2023-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 8","OpenJ9","Windows","x86-64","JDK","Installer","No","No","Yes","GPLv2+CPE","2023-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 8","OpenJ9","Windows","x86-64","JRE","Archive","No","No","Yes","GPLv2+CPE","2023-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 8","OpenJ9","Windows","x86-64","JRE","Installer","No","No","Yes","GPLv2+CPE","2023-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 9","HotSpot","AIX","PPC-64","JDK","Archive","No","No","Yes","GPLv2+CPE","No","No","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 9","HotSpot","Linux","AARCH-64","JDK","Archive","No","No","Yes","GPLv2+CPE","No","No","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 9","HotSpot","Linux","AARCH-64","JRE","Archive","No","No","Yes","GPLv2+CPE","No","No","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 9","HotSpot","Linux","PPC-64 LE","JDK","Archive","No","No","Yes","GPLv2+CPE","No","No","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 9","HotSpot","Linux","PPC-64 LE","JRE","Archive","No","No","Yes","GPLv2+CPE","No","No","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 9","HotSpot","Linux","S390-64","JDK","Archive","No","No","Yes","GPLv2+CPE","No","No","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 9","HotSpot","Linux","S390-64","JRE","Archive","No","No","Yes","GPLv2+CPE","No","No","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 9","HotSpot","Linux","x86-64","JDK","Archive","No","No","Yes","GPLv2+CPE","No","No","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 9","HotSpot","Linux","x86-64","JRE","Archive","No","No","Yes","GPLv2+CPE","No","No","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 9","HotSpot","macOS","x86-64","JDK","Archive","No","No","Yes","GPLv2+CPE","No","No","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 9","HotSpot","macOS","x86-64","JRE","Archive","No","No","Yes","GPLv2+CPE","No","No","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 9","HotSpot","Windows","x86-64","JDK","Archive","No","No","Yes","GPLv2+CPE","No","No","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 9","HotSpot","Windows","x86-64","JRE","Archive","No","No","Yes","GPLv2+CPE","No","No","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 9","OpenJ9","AIX","PPC-64","JDK","Archive","No","No","Yes","GPLv2+CPE","No","No","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 9","OpenJ9","Linux","PPC-64 LE","JDK","Archive","No","No","Yes","GPLv2+CPE","No","No","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 9","OpenJ9","Linux","S390-64","JDK","Archive","No","No","Yes","GPLv2+CPE","No","No","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 9","OpenJ9","Linux","x86-64","JDK","Archive","No","No","Yes","GPLv2+CPE","No","No","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 9","OpenJ9","Windows","x86-64","JDK","Archive","No","No","Yes","GPLv2+CPE","No","No","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 10","HotSpot","AIX","PPC-64","JDK","Archive","No","No","Yes","GPLv2+CPE","No","No","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 10","HotSpot","AIX","PPC-64","JRE","Archive","No","No","Yes","GPLv2+CPE","No","No","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 10","HotSpot","Linux","AARCH-64","JDK","Archive","No","No","Yes","GPLv2+CPE","No","No","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 10","HotSpot","Linux","AARCH-64","JRE","Archive","No","No","Yes","GPLv2+CPE","No","No","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 10","HotSpot","Linux","ARM-32","JDK","Archive","No","No","Yes","GPLv2+CPE","No","No","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 10","HotSpot","Linux","ARM-32","JRE","Archive","No","No","Yes","GPLv2+CPE","No","No","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 10","HotSpot","Linux","PPC-64 LE","JDK","Archive","No","No","Yes","GPLv2+CPE","No","No","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 10","HotSpot","Linux","PPC-64 LE","JRE","Archive","No","No","Yes","GPLv2+CPE","No","No","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 10","HotSpot","Linux","S390-64","JDK","Archive","No","No","Yes","GPLv2+CPE","No","No","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 10","HotSpot","Linux","S390-64","JRE","Archive","No","No","Yes","GPLv2+CPE","No","No","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 10","HotSpot","Linux","x86-64","JDK","Archive","No","No","Yes","GPLv2+CPE","No","No","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 10","HotSpot","Linux","x86-64","JRE","Archive","No","No","Yes","GPLv2+CPE","No","No","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 10","HotSpot","macOS","x86-64","JDK","Archive","No","No","Yes","GPLv2+CPE","No","No","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 10","HotSpot","macOS","x86-64","JRE","Archive","No","No","Yes","GPLv2+CPE","No","No","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 10","HotSpot","Windows","x86-64","JDK","Archive","No","No","Yes","GPLv2+CPE","No","No","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 10","HotSpot","Windows","x86-64","JRE","Archive","No","No","Yes","GPLv2+CPE","No","No","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 10","OpenJ9","AIX","PPC-64","JDK","Archive","No","No","Yes","GPLv2+CPE","No","No","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 10","OpenJ9","Linux","PPC-64 LE","JDK","Archive","No","No","Yes","GPLv2+CPE","No","No","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 10","OpenJ9","Linux","S390-64","JDK","Archive","No","No","Yes","GPLv2+CPE","No","No","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 10","OpenJ9","Linux","x86-64","JDK","Archive","No","No","Yes","GPLv2+CPE","No","No","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 10","OpenJ9","Windows","x86-64","JDK","Archive","No","No","Yes","GPLv2+CPE","No","No","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 11","HotSpot","AIX","PPC-64","JDK","Archive","No","No","Yes","GPLv2+CPE","2022-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 11","HotSpot","AIX","PPC-64","JRE","Archive","No","No","Yes","GPLv2+CPE","2022-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 11","HotSpot","Linux","AARCH-64","JDK","Archive","No","No","Yes","GPLv2+CPE","2022-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 11","HotSpot","Linux","AARCH-64","JRE","Archive","No","No","Yes","GPLv2+CPE","2022-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 11","HotSpot","Linux","ARM-32","JDK","Archive","No","No","Yes","GPLv2+CPE","2022-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 11","HotSpot","Linux","PPC-64 LE","JDK","Archive","No","No","Yes","GPLv2+CPE","2022-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 11","HotSpot","Linux","PPC-64 LE","JRE","Archive","No","No","Yes","GPLv2+CPE","2022-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 11","HotSpot","Linux","S390-64","JDK","Archive","No","No","Yes","GPLv2+CPE","2022-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 11","HotSpot","Linux","S390-64","JRE","Archive","No","No","Yes","GPLv2+CPE","2022-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 11","HotSpot","Linux","x86-64","JDK","Archive","No","No","Yes","GPLv2+CPE","2022-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 11","HotSpot","Linux","x86-64","JRE","Archive","No","No","Yes","GPLv2+CPE","2022-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 11","HotSpot","macOS","x86-64","JDK","Archive","No","No","Yes","GPLv2+CPE","2022-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 11","HotSpot","macOS","x86-64","JDK","PKG","No","No","Yes","GPLv2+CPE","2022-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 11","HotSpot","macOS","x86-64","JRE","Archive","No","No","Yes","GPLv2+CPE","2022-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 11","HotSpot","macOS","x86-64","JRE","PKG","No","No","Yes","GPLv2+CPE","2022-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 11","HotSpot","Windows","x86-32","JDK","Archive","No","No","Yes","GPLv2+CPE","2022-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 11","HotSpot","Windows","x86-32","JDK","Installer","No","No","Yes","GPLv2+CPE","2022-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 11","HotSpot","Windows","x86-32","JRE","Archive","No","No","Yes","GPLv2+CPE","2022-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 11","HotSpot","Windows","x86-32","JRE","Installer","No","No","Yes","GPLv2+CPE","2022-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 11","HotSpot","Windows","x86-64","JDK","Archive","No","No","Yes","GPLv2+CPE","2022-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 11","HotSpot","Windows","x86-64","JDK","Installer","No","No","Yes","GPLv2+CPE","2022-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 11","HotSpot","Windows","x86-64","JRE","Archive","No","No","Yes","GPLv2+CPE","2022-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 11","HotSpot","Windows","x86-64","JRE","Installer","No","No","Yes","GPLv2+CPE","2022-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 11","OpenJ9","AIX","PPC-64","JDK","Archive","No","No","Yes","GPLv2+CPE","2022-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 11","OpenJ9","AIX","PPC-64","JRE","Archive","No","No","Yes","GPLv2+CPE","2022-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 11","OpenJ9","Linux","PPC-64 LE","JDK","Archive","No","No","Yes","GPLv2+CPE","2022-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 11","OpenJ9","Linux","PPC-64 LE","JRE","Archive","No","No","Yes","GPLv2+CPE","2022-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 11","OpenJ9","Linux","S390-64","JDK","Archive","No","No","Yes","GPLv2+CPE","2022-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 11","OpenJ9","Linux","S390-64","JRE","Archive","No","No","Yes","GPLv2+CPE","2022-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 11","OpenJ9","Linux","x86-64","JDK","Archive","No","No","Yes","GPLv2+CPE","2022-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 11","OpenJ9","Linux","x86-64","JRE","Archive","No","No","Yes","GPLv2+CPE","2022-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 11","OpenJ9","macOS","x86-64","JDK","Archive","No","No","Yes","GPLv2+CPE","2022-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 11","OpenJ9","macOS","x86-64","JDK","PKG","No","No","Yes","GPLv2+CPE","2022-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 11","OpenJ9","macOS","x86-64","JRE","Archive","No","No","Yes","GPLv2+CPE","2022-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 11","OpenJ9","macOS","x86-64","JRE","PKG","No","No","Yes","GPLv2+CPE","2022-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 11","OpenJ9","Windows","x86-64","JDK","Archive","No","No","Yes","GPLv2+CPE","2022-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 11","OpenJ9","Windows","x86-64","JDK","Installer","No","No","Yes","GPLv2+CPE","2022-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 11","OpenJ9","Windows","x86-64","JRE","Archive","No","No","Yes","GPLv2+CPE","2022-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 11","OpenJ9","Windows","x86-64","JRE","Installer","No","No","Yes","GPLv2+CPE","2022-09","By IBM","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 12","HotSpot","AIX","PPC-64","JDK","Archive","No","No","Yes","GPLv2+CPE","No","No","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 12","HotSpot","AIX","PPC-64","JRE","Archive","No","No","Yes","GPLv2+CPE","No","No","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 12","HotSpot","Linux","AARCH-64","JDK","Archive","No","No","Yes","GPLv2+CPE","No","No","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 12","HotSpot","Linux","AARCH-64","JRE","Archive","No","No","Yes","GPLv2+CPE","No","No","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 12","HotSpot","Linux","ARM-32","JDK","Archive","No","No","Yes","GPLv2+CPE","No","No","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 12","HotSpot","Linux","PPC-64 LE","JDK","Archive","No","No","Yes","GPLv2+CPE","No","No","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 12","HotSpot","Linux","PPC-64 LE","JRE","Archive","No","No","Yes","GPLv2+CPE","No","No","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 12","HotSpot","Linux","S390-64","JDK","Archive","No","No","Yes","GPLv2+CPE","No","No","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 12","HotSpot","Linux","S390-64","JRE","Archive","No","No","Yes","GPLv2+CPE","No","No","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 12","HotSpot","Linux","x86-64","JDK","Archive","No","No","Yes","GPLv2+CPE","No","No","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 12","HotSpot","Linux","x86-64","JRE","Archive","No","No","Yes","GPLv2+CPE","No","No","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 12","HotSpot","macOS","x86-64","JDK","Archive","No","No","Yes","GPLv2+CPE","No","No","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 12","HotSpot","macOS","x86-64","JRE","Archive","No","No","Yes","GPLv2+CPE","No","No","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 12","HotSpot","Windows","x86-32","JDK","Archive","No","No","Yes","GPLv2+CPE","No","No","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 12","HotSpot","Windows","x86-32","JDK","Installer","No","No","Yes","GPLv2+CPE","No","No","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 12","HotSpot","Windows","x86-32","JRE","Archive","No","No","Yes","GPLv2+CPE","No","No","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 12","HotSpot","Windows","x86-32","JRE","Installer","No","No","Yes","GPLv2+CPE","No","No","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 12","HotSpot","Windows","x86-64","JDK","Archive","No","No","Yes","GPLv2+CPE","No","No","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 12","HotSpot","Windows","x86-64","JDK","Installer","No","No","Yes","GPLv2+CPE","No","No","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 12","HotSpot","Windows","x86-64","JRE","Archive","No","No","Yes","GPLv2+CPE","No","No","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 12","HotSpot","Windows","x86-64","JRE","Installer","No","No","Yes","GPLv2+CPE","No","No","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 12","OpenJ9","AIX","PPC-64","JDK","Archive","No","No","Yes","GPLv2+CPE","No","No","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 12","OpenJ9","AIX","PPC-64","JRE","Archive","No","No","Yes","GPLv2+CPE","No","No","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 12","OpenJ9","Linux","PPC-64 LE","JDK","Archive","No","No","Yes","GPLv2+CPE","No","No","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 12","OpenJ9","Linux","PPC-64 LE","JRE","Archive","No","No","Yes","GPLv2+CPE","No","No","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 12","OpenJ9","Linux","S390-64","JDK","Archive","No","No","Yes","GPLv2+CPE","No","No","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 12","OpenJ9","Linux","S390-64","JRE","Archive","No","No","Yes","GPLv2+CPE","No","No","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 12","OpenJ9","Linux","x86-64","JDK","Archive","No","No","Yes","GPLv2+CPE","No","No","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 12","OpenJ9","Linux","x86-64","JRE","Archive","No","No","Yes","GPLv2+CPE","No","No","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 12","OpenJ9","macOS","x86-64","JDK","Archive","No","No","Yes","GPLv2+CPE","No","No","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 12","OpenJ9","macOS","x86-64","JRE","Archive","No","No","Yes","GPLv2+CPE","No","No","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 12","OpenJ9","Windows","x86-64","JDK","Archive","No","No","Yes","GPLv2+CPE","No","No","https://adoptopenjdk.net/releases.html"
"AdoptOpenJDK","Java 12","OpenJ9","Windows","x86-64","JDK","Installer","No","No","Yes","GPLv2+CPE","No","No","https://adoptopenjdk.net/releases.html"
